ID	popN	family	ind	RI_ACCESSION	zea	symp_allo	GEOCTY	LOCALITY	ELEVATION	LAT	LON	reads_q30	est_coverage
HILO340	362	G	i	RIMMA0362	maize	sympatric	Mexico	Santa Clara	2173	19.4184	-101.642	21299719	1.49640916007436
HILO341	366	K	i	RIMMA0366	maize	sympatric	Mexico	Jicaltepec	2587	19.3764	-99.6303	22868299	1.60660955662933
HILO342	365	B	i	RIMMA0365	maize	sympatric	Mexico	Tlapala	2272	19.2351	-98.8368	22781830	1.60053468758235
HILO343	360	I	i	RIMMA0360	maize	sympatric	Mexico	Nabogame	2020	26.2465	-106.915	22249435	1.56313134180216
HILO344	25	H	i	RIMME0025	mexicana	sympatric	Mexico	Cocotilan	2269	19.2244	-98.8427	22211673	1.5604783770986
HILO345	34	M	i	RIMME0034	mexicana	sympatric	Mexico	Santa Clara	2173	19.4184	-101.642	16696379	1.17300206991807
HILO346	361	J	i	RIMMA0361	maize	sympatric	Mexico	Penjamillo	1705	20.1176	-101.93	21877903	1.53702940646392
HILO347	361	F	i	RIMMA0361	maize	sympatric	Mexico	Penjamillo	1705	20.1176	-101.93	6260341	0.439819493280126
HILO348	20	B	i	RIMME0020	mexicana	allopatric	Mexico	Malinalco	1887	18.9531	-99.503	16452281	1.15585299470464
HILO349	29	B	i	RIMME0029	mexicana	sympatric	Mexico	Ixtlan	1547	20.1683	-102.373	22696922	1.59456948639995
HILO350	29	Q	i	RIMME0029	mexicana	sympatric	Mexico	Ixtlan	1547	20.1683	-102.373	21068261	1.48014810651903
HILO351	362	C	i	RIMMA0362	maize	sympatric	Mexico	Santa Clara	2173	19.4184	-101.642	28391339	1.99463005809496
HILO352	31	K	i	RIMME0031	mexicana	sympatric	Mexico	Tenango del Aire	2609	19.1197	-99.5896	14193665	0.997174203144502
HILO353	374	I	i	RIMMA0374	maize	sympatric	Mexico	Xochimilco	2237	19.2861	-99.0827	15210102	1.06858386058827
HILO354	373	F	i	RIMMA0373	maize	sympatric	Mexico	Tenango del Aire	2609	19.1197	-99.5896	23910712	1.67984415478438
HILO355	22	G	i	RIMME0022	mexicana	allopatric	Mexico	Amecameca	2467	19.139	-98.7733	18212252	1.27949954261756
HILO356	368	E	i	RIMMA0368	maize	sympatric	Mexico	Opopeo	2213	19.4181	-101.613	26608443	1.86937291710357
HILO357	368	H	i	RIMMA0368	maize	sympatric	Mexico	Opopeo	2213	19.4181	-101.613	14448852	1.01510233470022
HILO358	18	N	i	RIMME0018	mexicana	sympatric	Mexico	Nabogame	2020	26.2465	-106.915	24029358	1.68817961504122
HILO359	30	P	i	RIMME0030	mexicana	sympatric	Mexico	San Pedro	2459	19.0886	-98.4935	28086099	1.97318545913001
HILO360	26	N	i	RIMME0026	mexicana	sympatric	Mexico	Opopeo	2213	19.4181	-101.613	14621555	1.02723556289785
HILO361	369	G	i	RIMMA0369	maize	sympatric	Mexico	Amatlan	1658	18.9719	-99.0551	16482019	1.15794223426702
HILO362	20	P	i	RIMME0020	mexicana	allopatric	Mexico	Malinalco	1887	18.9531	-99.503	17921757	1.25909085182893
HILO363	22	F	i	RIMME0022	mexicana	allopatric	Mexico	Amecameca	2467	19.139	-98.7733	14807894	1.04032678661207
HILO364	19	J	i	RIMME0019	mexicana	sympatric	Mexico	Penjamillo	1705	20.1176	-101.93	9414282	0.661399233498017
HILO365	24	A	i	RIMME0024	mexicana	sympatric	Mexico	Jicaltepec	2587	19.3764	-99.6303	20561192	1.44452403577942
HILO369	370	B	i	RIMMA0370	maize	sympatric	Mexico	Puruandiro	1915	20.1076	-101.49	21877412	1.53699491131882
HILO370	29	J	i	RIMME0029	mexicana	sympatric	Mexico	Ixtlan	1547	20.1683	-102.373	22671286	1.59276843234719
HILO371	34	K	i	RIMME0034	mexicana	sympatric	Mexico	Santa Clara	2173	19.4184	-101.642	15828630	1.11203846977642
HILO372	23	A	i	RIMME0023	mexicana	sympatric	Mexico	Tlapala	2272	19.2351	-98.8368	17129961	1.20346332043707
HILO375	34	O	i	RIMME0034	mexicana	sympatric	Mexico	Santa Clara	2173	19.4184	-101.642	21589559	1.51677183391789
HILO376	366	G	i	RIMMA0366	maize	sympatric	Mexico	Jicaltepec	2587	19.3764	-99.6303	23609238	1.65866413569004
HILO377	28	D	i	RIMME0028	mexicana	sympatric	Mexico	Puruandiro	1915	20.1076	-101.49	23631940	1.66025906193071
HILO378	360	J	i	RIMMA0360	maize	sympatric	Mexico	Nabogame	2020	26.2465	-106.915	22351881	1.57032867303517
HILO379	20	E	i	RIMME0020	mexicana	allopatric	Mexico	Malinalco	1887	18.9531	-99.503	18028019	1.26655627567643
HILO380	365	I	i	RIMMA0365	maize	sympatric	Mexico	Tlapala	2272	19.2351	-98.8368	26548031	1.865128679413
HILO381	19	N	i	RIMME0019	mexicana	sympatric	Mexico	Penjamillo	1705	20.1176	-101.93	21836123	1.5340941576605
HILO382	22	O	i	RIMME0022	mexicana	allopatric	Mexico	Amecameca	2467	19.139	-98.7733	10804219	0.759049087879959
HILO383	362	A	i	RIMMA0362	maize	sympatric	Mexico	Santa Clara	2173	19.4184	-101.642	20335080	1.42863856480195
HILO384	369	E	i	RIMMA0369	maize	sympatric	Mexico	Amatlan	1658	18.9719	-99.0551	27363091	1.92239062028697
HILO385	367	G	i	RIMMA0367	maize	sympatric	Mexico	Cocotilan	2269	19.2244	-98.8427	19866864	1.39574410683782
HILO386	370	C	i	RIMMA0370	maize	sympatric	Mexico	Puruandiro	1915	20.1076	-101.49	19070342	1.33978455089247
HILO387	26	I	i	RIMME0026	mexicana	sympatric	Mexico	Opopeo	2213	19.4181	-101.613	22261304	1.56396519694931
HILO389	34	G	i	RIMME0034	mexicana	sympatric	Mexico	Santa Clara	2173	19.4184	-101.642	12902537	0.906466163004232
HILO390	365	H	i	RIMMA0365	maize	sympatric	Mexico	Tlapala	2272	19.2351	-98.8368	19521146	1.37145573092062
HILO391	363	I	i	RIMMA0363	maize	sympatric	Mexico	El Porvenir	2094	19.6789	-100.64	22589668	1.58703436971345
HILO392	367	A	i	RIMMA0367	maize	sympatric	Mexico	Cocotilan	2269	19.2244	-98.8427	11590377	0.814280522269574
HILO393	22	N	i	RIMME0022	mexicana	allopatric	Mexico	Amecameca	2467	19.139	-98.7733	23770542	1.66999652853318
HILO394	23	K	i	RIMME0023	mexicana	sympatric	Mexico	Tlapala	2272	19.2351	-98.8368	17833730	1.252906525682
HILO395	30	O	i	RIMME0030	mexicana	sympatric	Mexico	San Pedro	2459	19.0886	-98.4935	19833574	1.39340532194874
HILO396	369	D	i	RIMMA0369	maize	sympatric	Mexico	Amatlan	1658	18.9719	-99.0551	23250044	1.63342900503673
HILO397	21	M	i	RIMME0021	mexicana	sympatric	Mexico	El Porvenir	2094	19.6789	-100.64	16348541	1.14856475365948
HILO398	365	A	i	RIMMA0365	maize	sympatric	Mexico	Tlapala	2272	19.2351	-98.8368	25890711	1.81894874299694
HILO399	371	H	i	RIMMA0371	maize	sympatric	Mexico	Ixtlan	1547	20.1683	-102.373	33649704	2.36405584972228
HILO400	361	D	i	RIMMA0361	maize	sympatric	Mexico	Penjamillo	1705	20.1176	-101.93	29829059	2.09563690131304
HILO401	26	D	i	RIMME0026	mexicana	sympatric	Mexico	Opopeo	2213	19.4181	-101.613	13330165	0.93650911597954
HILO402	22	D	i	RIMME0022	mexicana	allopatric	Mexico	Amecameca	2467	19.139	-98.7733	17317445	1.21663498598662
HILO403	29	O	i	RIMME0029	mexicana	sympatric	Mexico	Ixtlan	1547	20.1683	-102.373	19935041	1.40053387365617
HILO404	30	S	i	RIMME0030	mexicana	sympatric	Mexico	San Pedro	2459	19.0886	-98.4935	26038509	1.82933227345763
HILO405	27	M	i	RIMME0027	mexicana	sympatric	Mexico	Amatlan	1658	18.9719	-99.0551	16500072	1.1592105455798
HILO406	30	K	i	RIMME0030	mexicana	sympatric	Mexico	San Pedro	2459	19.0886	-98.4935	19215439	1.34997832292764
HILO407	19	E	i	RIMME0019	mexicana	sympatric	Mexico	Penjamillo	1705	20.1176	-101.93	30193241	2.12122246329788
HILO408	374	F	i	RIMMA0374	maize	sympatric	Mexico	Xochimilco	2237	19.2861	-99.0827	30473976	2.1409454664771
HILO409	25	O	i	RIMME0025	mexicana	sympatric	Mexico	Cocotilan	2269	19.2244	-98.8427	31800880	2.23416694513319
HILO410	23	J	i	RIMME0023	mexicana	sympatric	Mexico	Tlapala	2272	19.2351	-98.8368	6506333	0.45710163123251
HILO411	21	E	i	RIMME0021	mexicana	sympatric	Mexico	El Porvenir	2094	19.6789	-100.64	18909073	1.32845461697005
HILO412	34	I	i	RIMME0034	mexicana	sympatric	Mexico	Santa Clara	2173	19.4184	-101.642	12351738	0.867769846449079
HILO413	35	G	i	RIMME0035	mexicana	sympatric	Mexico	Xochimilco	2237	19.2861	-99.0827	13012384	0.91418345058942
HILO414	35	M	ii	RIMME0035	mexicana	sympatric	Mexico	Xochimilco	2237	19.2861	-99.0827	18971997	1.3328753349142
HILO415	28	O	i	RIMME0028	mexicana	sympatric	Mexico	Puruandiro	1915	20.1076	-101.49	23721326	1.66653886445685
HILO416	368	F	i	RIMMA0368	maize	sympatric	Mexico	Opopeo	2213	19.4181	-101.613	27660979	1.94331870538876
HILO417	34	J	i	RIMME0034	mexicana	sympatric	Mexico	Santa Clara	2173	19.4184	-101.642	26964223	1.89436819760334
HILO418	30	R	i	RIMME0030	mexicana	sympatric	Mexico	San Pedro	2459	19.0886	-98.4935	19557570	1.3740146945974
HILO419	22	K	i	RIMME0022	mexicana	allopatric	Mexico	Amecameca	2467	19.139	-98.7733	17456370	1.22639514491469
HILO420	20	K	i	RIMME0020	mexicana	allopatric	Mexico	Malinalco	1887	18.9531	-99.503	19602967	1.3772040552946
HILO421	373	D	i	RIMMA0373	maize	sympatric	Mexico	Tenango del Aire	2609	19.1197	-99.5896	22589035	1.58698989837567
HILO422	360	L	i	RIMMA0360	maize	sympatric	Mexico	Nabogame	2020	26.2465	-106.915	18809391	1.32145147021987
HILO423	360	D	i	RIMMA0360	maize	sympatric	Mexico	Nabogame	2020	26.2465	-106.915	18057814	1.26864951976686
HILO424	24	L	i	RIMME0024	mexicana	sympatric	Mexico	Jicaltepec	2587	19.3764	-99.6303	31558860	2.21716385955628
HILO425	373	G	i	RIMMA0373	maize	sympatric	Mexico	Tenango del Aire	2609	19.1197	-99.5896	24849075	1.7457687328821
HILO426	372	A	i	RIMMA0372	maize	sympatric	Mexico	San Pedro	2459	19.0886	-98.4935	16643002	1.16925207529432
HILO427	373	A	i	RIMMA0373	maize	sympatric	Mexico	Tenango del Aire	2609	19.1197	-99.5896	27803597	1.95333831558134
HILO428	370	I	i	RIMMA0370	maize	sympatric	Mexico	Puruandiro	1915	20.1076	-101.49	20542513	1.443211744913
HILO429	19	C	i	RIMME0019	mexicana	sympatric	Mexico	Penjamillo	1705	20.1176	-101.93	8686392	0.610261410340513
HILO430	34	E	i	RIMME0034	mexicana	sympatric	Mexico	Santa Clara	2173	19.4184	-101.642	29249266	2.05490361482475
HILO431	360	C	i	RIMMA0360	maize	sympatric	Mexico	Nabogame	2020	26.2465	-106.915	18570023	1.30463470057945
HILO432	35	O	ii	RIMME0035	mexicana	sympatric	Mexico	Xochimilco	2237	19.2861	-99.0827	22857693	1.60586443339311
HILO433	26	E	i	RIMME0026	mexicana	sympatric	Mexico	Opopeo	2213	19.4181	-101.613	24824414	1.7440361773354
HILO434	25	L	i	RIMME0025	mexicana	sympatric	Mexico	Cocotilan	2269	19.2244	-98.8427	15011508	1.05463166334399
HILO435	25	N	i	RIMME0025	mexicana	sympatric	Mexico	Cocotilan	2269	19.2244	-98.8427	14297614	1.00447712745916
HILO436	366	I	i	RIMMA0366	maize	sympatric	Mexico	Jicaltepec	2587	19.3764	-99.6303	14974820	1.05205415237941
HILO437	373	H	i	RIMMA0373	maize	sympatric	Mexico	Tenango del Aire	2609	19.1197	-99.5896	22001305	1.54569899892059
HILO438	372	G	i	RIMMA0372	maize	sympatric	Mexico	San Pedro	2459	19.0886	-98.4935	11267862	0.791622270286936
HILO439	21	K	i	RIMME0021	mexicana	sympatric	Mexico	El Porvenir	2094	19.6789	-100.64	21990154	1.54491558677585
HILO440	372	E	i	RIMMA0372	maize	sympatric	Mexico	San Pedro	2459	19.0886	-98.4935	27184760	1.90986199763589
HILO441	19	F	i	RIMME0019	mexicana	sympatric	Mexico	Penjamillo	1705	20.1176	-101.93	27415840	1.92609649484733
HILO442	19	O	i	RIMME0019	mexicana	sympatric	Mexico	Penjamillo	1705	20.1176	-101.93	15888675	1.11625692392676
HILO443	23	L	i	RIMME0023	mexicana	sympatric	Mexico	Tlapala	2272	19.2351	-98.8368	17494977	1.22910747499017
HILO444	18	M	i	RIMME0018	mexicana	sympatric	Mexico	Nabogame	2020	26.2465	-106.915	13820775	0.970976861681917
HILO445	31	N	i	RIMME0031	mexicana	sympatric	Mexico	Tenango del Aire	2609	19.1197	-99.5896	15599573	1.0959460981832
HILO446	26	K	i	RIMME0026	mexicana	sympatric	Mexico	Opopeo	2213	19.4181	-101.613	21789542	1.53082161518774
HILO447	22	I	i	RIMME0022	mexicana	allopatric	Mexico	Amecameca	2467	19.139	-98.7733	18010986	1.26535962433922
HILO448	23	C	ii	RIMME0023	mexicana	sympatric	Mexico	Tlapala	2272	19.2351	-98.8368	25630115	1.80064060280604
HILO449	22	A	i	RIMME0022	mexicana	allopatric	Mexico	Amecameca	2467	19.139	-98.7733	16738240	1.1759430093666
HILO450	18	K	i	RIMME0018	mexicana	sympatric	Mexico	Nabogame	2020	26.2465	-106.915	17451508	1.22605356569779
HILO451	26	O	i	RIMME0026	mexicana	sympatric	Mexico	Opopeo	2213	19.4181	-101.613	19282096	1.35466130233141
HILO452	360	K	i	RIMMA0360	maize	sympatric	Mexico	Nabogame	2020	26.2465	-106.915	17031647	1.19655628236001
HILO453	24	K	i	RIMME0024	mexicana	sympatric	Mexico	Jicaltepec	2587	19.3764	-99.6303	18430009	1.29479803408922
HILO454	34	L	i	RIMME0034	mexicana	sympatric	Mexico	Santa Clara	2173	19.4184	-101.642	24984325	1.75527070513347
HILO455	363	C	i	RIMMA0363	maize	sympatric	Mexico	El Porvenir	2094	19.6789	-100.64	13632442	0.957745549740934
HILO456	367	D	i	RIMMA0367	maize	sympatric	Mexico	Cocotilan	2269	19.2244	-98.8427	21516901	1.51166725499116
HILO457	25	J	i	RIMME0025	mexicana	sympatric	Mexico	Cocotilan	2269	19.2244	-98.8427	14440038	1.01448310820541
HILO458	25	K	i	RIMME0025	mexicana	sympatric	Mexico	Cocotilan	2269	19.2244	-98.8427	16523044	1.16082444063753
HILO459	19	M	i	RIMME0019	mexicana	sympatric	Mexico	Penjamillo	1705	20.1176	-101.93	10777199	0.757150801076024
HILO460	361	E	i	RIMMA0361	maize	sympatric	Mexico	Penjamillo	1705	20.1176	-101.93	12187187	0.856209336017022
HILO461	25	D	i	RIMME0025	mexicana	sympatric	Mexico	Cocotilan	2269	19.2244	-98.8427	14914936	1.04784700926443
HILO462	374	A	i	RIMMA0374	maize	sympatric	Mexico	Xochimilco	2237	19.2861	-99.0827	21492568	1.50995774304445
HILO463	366	C	i	RIMMA0366	maize	sympatric	Mexico	Jicaltepec	2587	19.3764	-99.6303	19344065	1.35901492686705
HILO464	365	G	i	RIMMA0365	maize	sympatric	Mexico	Tlapala	2272	19.2351	-98.8368	14693514	1.03229103366485
HILO465	23	D	i	RIMME0023	mexicana	sympatric	Mexico	Tlapala	2272	19.2351	-98.8368	12609208	0.885858369891306
HILO466	374	E	i	RIMMA0374	maize	sympatric	Mexico	Xochimilco	2237	19.2861	-99.0827	19134890	1.34431936275851
HILO467	29	L	i	RIMME0029	mexicana	sympatric	Mexico	Ixtlan	1547	20.1683	-102.373	8538219	0.599851534300566
HILO468	366	F	i	RIMMA0366	maize	sympatric	Mexico	Jicaltepec	2587	19.3764	-99.6303	17575425	1.23475933941663
HILO469	373	C	i	RIMMA0373	maize	sympatric	Mexico	Tenango del Aire	2609	19.1197	-99.5896	25517067	1.79269842935633
HILO470	31	B	i	RIMME0031	mexicana	sympatric	Mexico	Tenango del Aire	2609	19.1197	-99.5896	21207665	1.48994191753367
HILO471	365	C	i	RIMMA0365	maize	sympatric	Mexico	Tlapala	2272	19.2351	-98.8368	19591538	1.37640111229378
HILO472	20	I	i	RIMME0020	mexicana	allopatric	Mexico	Malinalco	1887	18.9531	-99.503	20551873	1.44386933057121
HILO473	18	I	i	RIMME0018	mexicana	sympatric	Mexico	Nabogame	2020	26.2465	-106.915	15711606	1.10381696293173
HILO474	34	N	i	RIMME0034	mexicana	sympatric	Mexico	Santa Clara	2173	19.4184	-101.642	14493407	1.01823254079013
HILO475	35	H	i	RIMME0035	mexicana	sympatric	Mexico	Xochimilco	2237	19.2861	-99.0827	15152210	1.06451666519029
HILO476	368	B	i	RIMMA0368	maize	sympatric	Mexico	Opopeo	2213	19.4181	-101.613	15416836	1.08310793253959
HILO477	31	M	i	RIMME0031	mexicana	sympatric	Mexico	Tenango del Aire	2609	19.1197	-99.5896	21631398	1.51971122775912
HILO478	372	F	i	RIMMA0372	maize	sympatric	Mexico	San Pedro	2459	19.0886	-98.4935	24213588	1.70112267121771
HILO479	31	H	i	RIMME0031	mexicana	sympatric	Mexico	Tenango del Aire	2609	19.1197	-99.5896	17028827	1.19635816360402
HILO480	24	N	i	RIMME0024	mexicana	sympatric	Mexico	Jicaltepec	2587	19.3764	-99.6303	15991495	1.12348053048415
HILO481	373	E	i	RIMMA0373	maize	sympatric	Mexico	Tenango del Aire	2609	19.1197	-99.5896	15542967	1.09196925055835
HILO482	30	N	i	RIMME0030	mexicana	sympatric	Mexico	San Pedro	2459	19.0886	-98.4935	12939083	0.909033697776126
HILO483	35	A	i	RIMME0035	mexicana	sympatric	Mexico	Xochimilco	2237	19.2861	-99.0827	19105738	1.34227129255465
HILO485	30	G	i	RIMME0030	mexicana	sympatric	Mexico	San Pedro	2459	19.0886	-98.4935	15628188	1.09795644151757
HILO486	28	B	i	RIMME0028	mexicana	sympatric	Mexico	Puruandiro	1915	20.1076	-101.49	23058796	1.61999290012633
HILO487	27	O	i	RIMME0027	mexicana	sympatric	Mexico	Amatlan	1658	18.9719	-99.0551	21740960	1.52740849270407
HILO488	28	G	i	RIMME0028	mexicana	sympatric	Mexico	Puruandiro	1915	20.1076	-101.49	10277115	0.722017460659344
