sample_name	organism	isolate	ecotype	dev_stage	geo_loc_name	tissue	growth_protocol	lat_lon	isolation_source
HILO416	Zea mays subsp. mays	family_F_seed_i	RIMMA0368	seedling	Mexico:Opopeo	leaf	greenhouse	19.4181 N 101.613 W	Elevation: 2213 m
HILO417	Zea mays subsp. mexicana	family_J_seed_i	RIMME0034	seedling	Mexico:Santa Clara	leaf	greenhouse	19.4184 N 101.642 W	Elevation: 2173 m
HILO418	Zea mays subsp. mexicana	family_R_seed_i	RIMME0030	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO419	Zea mays subsp. mexicana	family_K_seed_i	RIMME0022	seedling	Mexico:Amecameca	leaf	greenhouse	19.139 N 98.7733 W	Elevation: 2467 m
HILO420	Zea mays subsp. mexicana	family_K_seed_i	RIMME0020	seedling	Mexico:Malinalco	leaf	greenhouse	18.9531 N 99.503 W	Elevation: 1887 m
HILO421	Zea mays subsp. mays	family_D_seed_i	RIMMA0373	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO422	Zea mays subsp. mays	family_L_seed_i	RIMMA0360	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO423	Zea mays subsp. mays	family_D_seed_i	RIMMA0360	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO424	Zea mays subsp. mexicana	family_L_seed_i	RIMME0024	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO425	Zea mays subsp. mays	family_G_seed_i	RIMMA0373	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO426	Zea mays subsp. mays	family_A_seed_i	RIMMA0372	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO427	Zea mays subsp. mays	family_A_seed_i	RIMMA0373	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO428	Zea mays subsp. mays	family_I_seed_i	RIMMA0370	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO429	Zea mays subsp. mexicana	family_C_seed_i	RIMME0019	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO430	Zea mays subsp. mexicana	family_E_seed_i	RIMME0034	seedling	Mexico:Santa Clara	leaf	greenhouse	19.4184 N 101.642 W	Elevation: 2173 m
HILO431	Zea mays subsp. mays	family_C_seed_i	RIMMA0360	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO432	Zea mays subsp. mexicana	family_O_seed_ii	RIMME0035	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO433	Zea mays subsp. mexicana	family_E_seed_i	RIMME0026	seedling	Mexico:Opopeo	leaf	greenhouse	19.4181 N 101.613 W	Elevation: 2213 m
HILO434	Zea mays subsp. mexicana	family_L_seed_i	RIMME0025	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO435	Zea mays subsp. mexicana	family_N_seed_i	RIMME0025	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO436	Zea mays subsp. mays	family_I_seed_i	RIMMA0366	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO437	Zea mays subsp. mays	family_H_seed_i	RIMMA0373	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO438	Zea mays subsp. mays	family_G_seed_i	RIMMA0372	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO439	Zea mays subsp. mexicana	family_K_seed_i	RIMME0021	seedling	Mexico:El Porvenir	leaf	greenhouse	19.6789 N 100.64 W	Elevation: 2094 m
HILO440	Zea mays subsp. mays	family_E_seed_i	RIMMA0372	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO441	Zea mays subsp. mexicana	family_F_seed_i	RIMME0019	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO442	Zea mays subsp. mexicana	family_O_seed_i	RIMME0019	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO443	Zea mays subsp. mexicana	family_L_seed_i	RIMME0023	seedling	Mexico:Tlapala	leaf	greenhouse	19.2351 N 98.8368 W	Elevation: 2272 m
HILO444	Zea mays subsp. mexicana	family_M_seed_i	RIMME0018	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO445	Zea mays subsp. mexicana	family_N_seed_i	RIMME0031	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO446	Zea mays subsp. mexicana	family_K_seed_i	RIMME0026	seedling	Mexico:Opopeo	leaf	greenhouse	19.4181 N 101.613 W	Elevation: 2213 m
HILO447	Zea mays subsp. mexicana	family_I_seed_i	RIMME0022	seedling	Mexico:Amecameca	leaf	greenhouse	19.139 N 98.7733 W	Elevation: 2467 m
HILO448	Zea mays subsp. mexicana	family_C_seed_ii	RIMME0023	seedling	Mexico:Tlapala	leaf	greenhouse	19.2351 N 98.8368 W	Elevation: 2272 m
HILO449	Zea mays subsp. mexicana	family_A_seed_i	RIMME0022	seedling	Mexico:Amecameca	leaf	greenhouse	19.139 N 98.7733 W	Elevation: 2467 m
HILO450	Zea mays subsp. mexicana	family_K_seed_i	RIMME0018	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO451	Zea mays subsp. mexicana	family_O_seed_i	RIMME0026	seedling	Mexico:Opopeo	leaf	greenhouse	19.4181 N 101.613 W	Elevation: 2213 m
HILO452	Zea mays subsp. mays	family_K_seed_i	RIMMA0360	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO453	Zea mays subsp. mexicana	family_K_seed_i	RIMME0024	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO454	Zea mays subsp. mexicana	family_L_seed_i	RIMME0034	seedling	Mexico:Santa Clara	leaf	greenhouse	19.4184 N 101.642 W	Elevation: 2173 m
HILO455	Zea mays subsp. mays	family_C_seed_i	RIMMA0363	seedling	Mexico:El Porvenir	leaf	greenhouse	19.6789 N 100.64 W	Elevation: 2094 m
HILO456	Zea mays subsp. mays	family_D_seed_i	RIMMA0367	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO457	Zea mays subsp. mexicana	family_J_seed_i	RIMME0025	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO458	Zea mays subsp. mexicana	family_K_seed_i	RIMME0025	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO459	Zea mays subsp. mexicana	family_M_seed_i	RIMME0019	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO460	Zea mays subsp. mays	family_E_seed_i	RIMMA0361	seedling	Mexico:Penjamillo	leaf	greenhouse	20.1176 N 101.93 W	Elevation: 1705 m
HILO461	Zea mays subsp. mexicana	family_D_seed_i	RIMME0025	seedling	Mexico:Cocotilan	leaf	greenhouse	19.2244 N 98.8427 W	Elevation: 2269 m
HILO462	Zea mays subsp. mays	family_A_seed_i	RIMMA0374	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO463	Zea mays subsp. mays	family_C_seed_i	RIMMA0366	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO464	Zea mays subsp. mays	family_G_seed_i	RIMMA0365	seedling	Mexico:Tlapala	leaf	greenhouse	19.2351 N 98.8368 W	Elevation: 2272 m
HILO465	Zea mays subsp. mexicana	family_D_seed_i	RIMME0023	seedling	Mexico:Tlapala	leaf	greenhouse	19.2351 N 98.8368 W	Elevation: 2272 m
HILO466	Zea mays subsp. mays	family_E_seed_i	RIMMA0374	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO467	Zea mays subsp. mexicana	family_L_seed_i	RIMME0029	seedling	Mexico:Ixtlan	leaf	greenhouse	20.1683 N 102.373 W	Elevation: 1547 m
HILO468	Zea mays subsp. mays	family_F_seed_i	RIMMA0366	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO469	Zea mays subsp. mays	family_C_seed_i	RIMMA0373	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO470	Zea mays subsp. mexicana	family_B_seed_i	RIMME0031	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO471	Zea mays subsp. mays	family_C_seed_i	RIMMA0365	seedling	Mexico:Tlapala	leaf	greenhouse	19.2351 N 98.8368 W	Elevation: 2272 m
HILO472	Zea mays subsp. mexicana	family_I_seed_i	RIMME0020	seedling	Mexico:Malinalco	leaf	greenhouse	18.9531 N 99.503 W	Elevation: 1887 m
HILO473	Zea mays subsp. mexicana	family_I_seed_i	RIMME0018	seedling	Mexico:Nabogame	leaf	greenhouse	26.2465 N 106.915 W	Elevation: 2020 m
HILO474	Zea mays subsp. mexicana	family_N_seed_i	RIMME0034	seedling	Mexico:Santa Clara	leaf	greenhouse	19.4184 N 101.642 W	Elevation: 2173 m
HILO475	Zea mays subsp. mexicana	family_H_seed_i	RIMME0035	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO476	Zea mays subsp. mays	family_B_seed_i	RIMMA0368	seedling	Mexico:Opopeo	leaf	greenhouse	19.4181 N 101.613 W	Elevation: 2213 m
HILO477	Zea mays subsp. mexicana	family_M_seed_i	RIMME0031	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO478	Zea mays subsp. mays	family_F_seed_i	RIMMA0372	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO479	Zea mays subsp. mexicana	family_H_seed_i	RIMME0031	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO480	Zea mays subsp. mexicana	family_N_seed_i	RIMME0024	seedling	Mexico:Jicaltepec	leaf	greenhouse	19.3764 N 99.6303 W	Elevation: 2587 m
HILO481	Zea mays subsp. mays	family_E_seed_i	RIMMA0373	seedling	Mexico:Tenango del Aire	leaf	greenhouse	19.1197 N 99.5896 W	Elevation: 2609 m
HILO482	Zea mays subsp. mexicana	family_N_seed_i	RIMME0030	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO483	Zea mays subsp. mexicana	family_A_seed_i	RIMME0035	seedling	Mexico:Xochimilco	leaf	greenhouse	19.2861 N 99.0827 W	Elevation: 2237 m
HILO485	Zea mays subsp. mexicana	family_G_seed_i	RIMME0030	seedling	Mexico:San Pedro	leaf	greenhouse	19.0886 N 98.4935 W	Elevation: 2459 m
HILO486	Zea mays subsp. mexicana	family_B_seed_i	RIMME0028	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
HILO487	Zea mays subsp. mexicana	family_O_seed_i	RIMME0027	seedling	Mexico:Amatlan	leaf	greenhouse	18.9719 N 99.0551 W	Elevation: 1658 m
HILO488	Zea mays subsp. mexicana	family_G_seed_i	RIMME0028	seedling	Mexico:Puruandiro	leaf	greenhouse	20.1076 N 101.49 W	Elevation: 1915 m
